episodio,fecha_emision,guion,arte,animacion,direccion,tv_rating,rank,n de paginas,votos,rating
162,"['August 3, 2003']",['Junki Takegami'],"['Miyuki Sato', 'Fumihiro Uchikawa']",['Noboru Koizumi'],['Munehisa Sakai'],10.0,9,18.0,1655.0,7.83
163,"['August 10, 2003']",['Yoshiyuki Suga'],"['Miyuki Sato', 'Kumiko Fukuzawa']",['Yūki Kinoshita'],['Ken Koyama'],10.2,6,31.0,1647.0,7.79
164,"['August 17, 2003']",['Yoshiyuki Suga'],"['Miyuki Sato', 'Michiyo Kawasaki']",['Kenji Yokoyama'],['Kōnosuke Uda'],12.9,5,15.0,1730.0,8.04
165,"['August 24, 2003']",['Junki Takegami'],"['Miyuki Sato', 'Kunihiro Chida']",['Masayuki Takagi'],['Junichi Fujise'],10.7,5,17.0,1643.0,7.8
166,"['September 7, 2003']",['Junki Takegami'],"['Miyuki Sato', 'Kumiko Fukuzawa']",['Hideaki Naniwa'],['Yoko Ikeda'],12.4,5,17.0,1695.0,7.61
167,"['September 21, 2003']",['Yoshiyuki Suga'],"['Miyuki Sato', 'Michiyo Kawasaki']",['Takeo Ide'],['Shigeyasu Yamauchi'],13.2,4,16.0,1620.0,7.63
168,"['October 12, 2003']",['Yoshiyuki Suga'],"['Miyuki Sato', 'Fumihiro Uchikawa']",['Eisaku Inoue'],['Hiroyuki Kakudō'],8.9,7,17.0,1650.0,7.5
169,"['October 19, 2003']",['Junki Takegami'],"['Miyuki Sato', 'Kumiko Fukuzawa']",['Yūki Kinoshita'],['Munehisa Sakai'],12.4,3,10.0,1708.0,7.9
170,"['October 19, 2003']",['Junki Takegami'],"['Miyuki Sato', 'Michiyo Kawasaki']",['Kazuya Hisada'],['Ken Koyama'],12.4,3,7.0,1803.0,8.08
171,"['October 26, 2003']",['Yoshiyuki Suga'],"['Miyuki Sato', 'Kunihiro Chida']",['Noboru Koizumi'],['Katsumi Tokoro'],10.4,8,15.0,1675.0,7.75
172,"['November 2, 2003']",['Yoshiyuki Suga'],"['Miyuki Sato', 'Kumiko Fukuzawa']",['Kenji Yokoyama'],['Hidehiko Kadota'],12.4,3,2.0,1674.0,7.87
173,"['November 9, 2003']",['Junki Takegami'],"['Miyuki Sato', 'Fumihiro Uchikawa']",['Masayuki Takagi'],['Kōnosuke Uda'],14.3,2,13.0,1663.0,8.0
174,"['November 16, 2003']",['Junki Takegami'],"['Miyuki Sato', 'Michiyo Kawasaki']",['Naoki Tate'],['Yoko Ikeda'],13.8,2,28.0,1723.0,8.09
175,"['December 21, 2003']",['Junki Takegami'],"['Miyuki Sato', 'Kumiko Fukuzawa']",['Eisaku Inoue'],['Junichi Fujise'],11.6,5,28.0,1679.0,7.91
176,"['January 11, 2004']",['Michiru Shimada'],"['Miyuki Sato', 'Michiyo Kawasaki']",['Takeo Ide'],['Munehisa Sakai'],10.7,4,5.0,1708.0,8.05
177,"['January 18, 2004']",['Michiru Shimada'],"['Miyuki Sato', 'Kunihiro Chida']",['Kazuya Hisada'],['Ken Koyama'],12.4,5,17.0,1665.0,7.93
178,"['January 25, 2004']",['Michiru Shimada'],"['Miyuki Sato', 'Kumiko Fukuzawa']",['Yūki Kinoshita'],['Hidehiko Kadota'],11.6,6,9.0,2158.0,8.37
179,"['February 1, 2004']",['Michiru Shimada'],"['Miyuki Sato', 'Michiyo Kawasaki']",['Kenji Yokoyama'],['Katsumi Tokoro'],12.4,7,4.0,1770.0,8.21
180,"['February 8, 2004']",['Junki Takegami'],"['Miyuki Sato', 'Fumihiro Uchikawa']",['Masayuki Takagi'],['Yukio Kaizawa'],12.8,5,17.0,3524.0,8.91
181,"['February 15, 2004']",['Junki Takegami'],"['Miyuki Sato', 'Kumiko Fukuzawa']",['Naoki Tate'],['Yoko Ikeda'],11.8,7,5.0,1758.0,8.33
182,"['February 22, 2004']",['Junki Takegami'],"['Miyuki Sato', 'Michiyo Kawasaki']",['Takeo Ide'],['Kōnosuke Uda'],11.9,6,1.0,3696.0,9.04
183,"['February 29, 2004']",['Michiru Shimada'],"['Miyuki Sato', 'Kunihiro Chida']",['Kazuya Hisada'],['Takahiro Imamura'],11.4,7,17.0,3571.0,9.02
184,"['March 7, 2004']",['Michiru Shimada'],"['Miyuki Sato', 'Kumiko Fukuzawa']",['Yūki Kinoshita'],['Ken Koyama'],11.9,5,17.0,1725.0,8.13
185,"['March 14, 2004']",['Michiru Shimada'],"['Miyuki Sato', 'Michiyo Kawasaki']",['Kenji Yokoyama'],['Munehisa Sakai'],9.9,7,12.0,3013.0,8.73
186,"['March 21, 2004']",['Hirohiko Kamisaka'],"['Miyuki Sato', 'Fumihiro Uchikawa']",['Masayuki Takagi'],['Hidehiko Kadota'],11.3,6,1.0,1585.0,7.92
187,"['March 28, 2004']",['Hirohiko Kamisaka'],"['Miyuki Sato', 'Kumiko Fukuzawa']",['Takeo Ide'],['Hiroyuki Kakudō'],13.7,1,42.0,1682.0,7.81
188,"['March 28, 2004']",['Hirohiko Kamisaka'],"['Miyuki Sato', 'Michiyo Kawasaki']",['Yūki Kinoshita'],['Takahiro Imamura'],13.7,1,19.0,1700.0,7.93
189,"['April 4, 2004']",['Hirohiko Kamisaka'],"['Miyuki Sato', 'Kunihiro Chida']",['Kazuya Hisada'],['Katsumi Tokoro'],12.3,4,15.0,3790.0,9.11
190,"['April 25, 2004']",['Hirohiko Kamisaka'],"['Miyuki Sato', 'Kumiko Fukuzawa']",['Naoki Tate'],['Ken Koyama'],9.8,7,17.0,1709.0,8.14
191,"['May 2, 2004']",['Hirohiko Kamisaka'],"['Miyuki Sato', 'Michiyo Kawasaki']",['Masayuki Takagi'],['Yoko Ikeda'],10.2,5,9.0,1661.0,8.29
192,"['May 9, 2004']",['Hirohiko Kamisaka'],['Tomoko Yoshida'],['Kazuya Hisada'],['Hidehiko Kadota'],11.0,5,15.0,4210.0,9.31
193,"['May 23, 2004']",['Hirohiko Kamisaka'],"['Miyuki Sato', 'Fumihiro Uchikawa']",['Hideaki Naniwa'],['Hiroyuki Kakudō'],12.0,4,17.0,1812.0,8.15
194,"['June 6, 2004']",['Hirohiko Kamisaka'],"['Miyuki Sato', 'Kumiko Fukuzawa']",['Kenji Yokoyama'],['Junichi Fujise'],11.7,4,17.0,1681.0,8.2
195,"['June 13, 2004']",['Hirohiko Kamisaka'],"['Miyuki Sato', 'Michiyo Kawasaki']",['Kenji Yokoyama'],['Munehisa Sakai'],10.0,7,17.0,1713.0,8.0
196,"['June 20, 2004']",['Hirohiko Kamisaka'],"['Miyuki Sato', 'Kunihiro Chida']",['Noboru Koizumi'],['Takahiro Imamura'],12.2,3,0.0,1394.0,7.42
197,"['July 4, 2004']",['Michiru Shimada'],"['Miyuki Sato', 'Kumiko Fukuzawa']",['Naoki Tate'],['Ken Koyama'],10.4,6,0.0,1358.0,7.56
198,"['July 11, 2004']",['Junki Takegami'],"['Miyuki Sato', 'Michiyo Kawasaki']",['Masayuki Takagi'],['Hiroyuki Kakudō'],11.7,4,0.0,1342.0,7.35
199,"['July 18, 2004']",['Yoshiyuki Suga'],"['Miyuki Sato', 'Fumihiro Uchikawa']",['Hideaki Naniwa'],['Mamoru Hosoda'],9.9,9,0.0,1393.0,7.68
200,"['August 8, 2004']",['Hirohiko Kamisaka'],"['Miyuki Sato', 'Kumiko Fukuzawa']",['Kazuya Hisada'],['Munehisa Sakai'],9.2,7,0.0,1623.0,7.84
201,"['September 5, 2004']",['Michiru Shimada'],"['Miyuki Sato', 'Michiyo Kawasaki']",['Kenji Yokoyama'],['Hidehiko Kadota'],9.4,8,0.0,1308.0,7.54
202,"['September 12, 2004']",['Yoshiyuki Suga'],"['Miyuki Sato', 'Kunihiro Chida']",['Noboru Koizumi'],['Kōnosuke Uda'],11.1,6,0.0,1279.0,7.61
203,"['September 19, 2004']",['Junki Takegami'],"['Miyuki Sato', 'Kumiko Fukuzawa']",['Takeo Ide'],['Hiroyuki Kakudō'],11.2,5,2.0,1304.0,7.27
204,"['October 3, 2004']",['Hirohiko Kamisaka'],"['Miyuki Sato', 'Michiyo Kawasaki']",['Masayuki Takagi'],['Katsumi Tokoro'],15.2,1,0.0,1236.0,7.4
205,"['October 3, 2004']",['Yoshiyuki Suga'],"['Miyuki Sato', 'Fumihiro Uchikawa']",['Hideaki Naniwa'],['Ken Koyama'],15.2,1,0.0,1264.0,7.43
206,"['October 10, 2004']",['Junki Takegami'],"['Miyuki Sato', 'Kumiko Fukuzawa']",['Naoki Tate'],['Takahiro Imamura'],10.8,4,0.0,1444.0,7.88
207,"['October 31, 2004']",['Hirohiko Kamisaka'],"['Miyuki Sato', 'Michiyo Kawasaki']",['Takeo Ide'],['Junichi Fujise'],10.8,7,5.0,1635.0,7.48
208,"['November 7, 2004']",['Hirohiko Kamisaka'],"['Miyuki Sato', 'Kunihiro Chida']",['Kazuya Hisada'],['Hiroyuki Kakudō'],11.7,5,25.0,1491.0,7.24
209,"['November 14, 2004']",['Hirohiko Kamisaka'],"['Miyuki Sato', 'Kumiko Fukuzawa']",['Kenji Yokoyama'],['Hidehiko Kadota'],13.2,5,20.0,1479.0,7.29
210,"['November 21, 2004']",['Hirohiko Kamisaka'],"['Miyuki Sato', 'Michiyo Kawasaki']",['Masayuki Takagi'],['Ken Koyama'],11.0,7,34.0,1485.0,7.21
211,"['November 28, 2004']",['Junki Takegami'],"['Miyuki Sato', 'Fumihiro Uchikawa']",['Hideaki Naniwa'],['Takahiro Imamura'],12.4,6,17.0,1479.0,7.33
212,"['December 5, 2004']",['Junki Takegami'],"['Miyuki Sato', 'Kumiko Fukuzawa']",['Naoki Tate'],['Katsumi Tokoro'],12.0,6,17.0,1498.0,7.7
213,"['December 12, 2004']",['Hirohiko Kamisaka'],"['Miyuki Sato', 'Michiyo Kawasaki']",['Takeo Ide'],['Munehisa Sakai'],11.4,7,0.0,1365.0,7.11
214,"['December 19, 2004']",['Hirohiko Kamisaka'],"['Miyuki Sato', 'Kunihiro Chida']",['Noboru Koizumi'],['Hiroyuki Kakudō'],13.8,1,0.0,1351.0,7.51
215,"['January 9, 2005']",['Hirohiko Kamisaka'],"['Miyuki Sato', 'Kumiko Fukuzawa']",['Kazuya Hisada'],['Ken Koyama'],11.0,4,1.0,1439.0,6.74
216,"['January 9, 2005']",['Yoshiyuki Suga'],"['Miyuki Sato', 'Michiyo Kawasaki']",['Masayuki Takagi'],['Hidehiko Kadota'],11.0,4,0.0,1409.0,6.52
217,"['January 16, 2005']",['Hirohiko Kamisaka'],"['Miyuki Sato', 'Fumihiro Uchikawa']",['Kenji Yokoyama'],['Yoko Ikeda'],11.8,3,24.0,1466.0,6.98
218,"['January 23, 2005']",['Hirohiko Kamisaka'],"['Miyuki Sato', 'Kumiko Fukuzawa']",['Hideaki Naniwa'],['Hiroyuki Kakudō'],11.9,5,34.0,1472.0,7.04
219,"['January 30, 2005']",['Hirohiko Kamisaka'],"['Miyuki Sato', 'Michiyo Kawasaki']",['Naoki Tate'],['Takahiro Imamura'],10.9,7,19.0,1435.0,7.46
220,"['February 6, 2005']","['Junki Takegami', 'Hito Koyama(assistant)']","['Miyuki Sato', 'Kunihiro Chida']",['Eisaku Inoue'],['Munehisa Sakai'],11.2,6,0.0,1343.0,7.22
221,"['February 13, 2005']","['Hirohiko Kamisaka', 'Hito Koyama(assistant)']","['Miyuki Sato', 'Kumiko Fukuzawa']",['Takeo Ide'],['Katsumi Tokoro'],10.6,6,0.0,1257.0,7.11
222,"['February 20, 2005']","['Yoshiyuki Suga', 'Hito Koyama(assistant)']","['Miyuki Sato', 'Michiyo Kawasaki']",['Masayuki Takagi'],['Ken Koyama'],10.9,6,0.0,1153.0,6.83
223,"['February 27, 2005']","['Junki Takegami', 'Hito Koyama(assistant)']","['Miyuki Sato', 'Fumihiro Uchikawa']",['Kenji Yokoyama'],['Hidehiko Kadota'],10.9,5,0.0,1164.0,7.17
224,"['March 6, 2005']","['Hirohiko Kamisaka', 'Hito Koyama (assistant)']","['Miyuki Sato', 'Kumiko Fukuzawa']",['Kazuya Hisada'],['Takahiro Imamura'],11.5,6,0.0,1171.0,6.95
225,"['March 13, 2005']",['Yoshiyuki Suga'],"['Miyuki Sato', 'Tadami Shimokawa']",['Naoki Tate'],['Yoko Ikeda'],10.5,7,1.0,1232.0,6.52
226,"['March 20, 2005']",['Yoshiyuki Suga'],"['Miyuki Sato', 'Michiyo Kawasaki']",['Masayuki Takagi'],['Katsumi Tokoro'],10.5,6,1.0,1294.0,6.81
227,"['March 27, 2005']",['Yoshiyuki Suga'],"['Miyuki Sato', 'Kunihiro Chida']",['Kazuya Hisada'],['Hidehiko Kadota'],10.4,4,29.0,3682.0,8.92
228,"['March 27, 2005']",['Hirohiko Kamisaka'],"['Miyuki Sato', 'Kumiko Fukuzawa']",['Naoki Tate'],['Yoko Ikeda'],10.4,4,28.0,1993.0,8.32
229,"['April 17, 2005']",['Hirohiko Kamisaka'],"['Miyuki Sato', 'Tadami Shimokawa']",['Masayuki Takagi'],['Munehisa Sakai'],12.5,4,25.0,1619.0,7.8
230,"['April 24, 2005']",['Hirohiko Kamisaka'],"['Miyuki Sato', 'Michiyo Kawasaki']",['Takeo Ide'],['Kōnosuke Uda'],13.2,4,6.0,1610.0,7.84
231,"['May 1, 2005']",['Hirohiko Kamisaka'],"['Miyuki Sato', 'Fumihiro Uchikawa']",['Yuji Kondou'],['Yoshio Mukainakano'],11.0,6,3.0,1535.0,7.8
232,"['May 15, 2005']",['Hirohiko Kamisaka'],"['Miyuki Sato', 'Kumiko Fukuzawa']",['Kazuya Hisada'],['Kōnosuke Uda'],11.4,5,3.0,1528.0,7.88
233,"['May 22, 2005']",['Hirohiko Kamisaka'],"['Miyuki Sato', 'Tadami Shimokawa']",['Naoki Tate'],['Hiroaki Miyamoto'],12.2,4,26.0,1622.0,8.1
234,"['June 5, 2005']",['Hirohiko Kamisaka'],"['Miyuki Sato', 'Kunihiro Chida']",['Kenji Yokoyama'],['Hidehiko Kadota'],10.0,6,25.0,3967.0,9.13
235,"['June 12, 2005']",['Hirohiko Kamisaka'],"['Miyuki Sato', 'Kumiko Fukuzawa']",['Masayuki Takagi'],['Katsumi Tokoro'],12.0,2,21.0,5517.0,9.42
236,"['June 19, 2005']",['Hirohiko Kamisaka'],"['Miyuki Sato', 'Michiyo Kawasaki']",['Takeo Ide'],['Munehisa Sakai'],11.9,4,9.0,11235.0,9.69
237,"['July 3, 2005']",['Hirohiko Kamisaka'],"['Miyuki Sato', 'Tadami Shimokawa']",['Eisaku Inoue'],['Yoko Ikeda'],11.6,4,29.0,1540.0,7.89
238,"['July 10, 2005']",['Hirohiko Kamisaka'],"['Miyuki Sato', 'Fumihiro Uchikawa']",['Yuji Kondou'],['Yoshio Mukainakano'],10.2,7,3.0,1582.0,8.16
239,"['July 31, 2005']",['Hirohiko Kamisaka'],"['Miyuki Sato', 'Kumiko Fukuzawa']",['Naoki Tate'],['Morio Hatano'],9.1,5,4.0,1498.0,8.0
240,"['August 7, 2005']",['Hirohiko Kamisaka'],"['Miyuki Sato', 'Michiyo Kawasaki']",['Kazuya Hisada'],['Hiroaki Miyamoto'],8.7,5,9.0,1698.0,8.19
241,"['August 14, 2005']",['Hirohiko Kamisaka'],"['Miyuki Sato', 'Tadami Shimokawa']",['Masayuki Takagi'],['Hidehiko Kadota'],9.4,4,20.0,1485.0,7.91
242,"['August 21, 2005']",['Hirohiko Kamisaka'],"['Miyuki Sato', 'Kunihiro Chida']",['Kenji Yokoyama'],['Katsumi Tokoro'],10.4,3,32.0,1606.0,8.27
243,"['September 4, 2005']",['Hirohiko Kamisaka'],"['Miyuki Sato', 'Kumiko Fukuzawa']",['Kazuya Hisada'],['Kōnosuke Uda'],10.2,5,1.0,3792.0,9.12
244,"['September 11, 2005']",['Hirohiko Kamisaka'],"['Miyuki Sato', 'Michiyo Kawasaki']",['Eisaku Inoue'],['Munehisa Sakai'],12.6,3,18.0,3390.0,9.02
245,"['September 18, 2005']",['Hirohiko Kamisaka'],"['Miyuki Sato', 'Tadami Shimokawa']","['Kouji Sugimoto', 'Kiyoshi Matsushita']",['Hidehiko Kadota'],10.0,6,15.0,2206.0,8.59
246,"['October 23, 2005']",['Hirohiko Kamisaka'],"['Miyuki Sato', 'Fumihiro Uchikawa']",['Masayuki Takagi'],['Yoko Ikeda'],16.7,1,32.0,1582.0,8.15
247,"['October 30, 2005']",['Hirohiko Kamisaka'],"['Miyuki Sato', 'Kumiko Fukuzawa']",['Takeo Ide'],['Morio Hatano'],13.3,3,1.0,1653.0,8.33
248,"['November 6, 2005']",['Hirohiko Kamisaka'],"['Miyuki Sato', 'Michiyo Kawasaki']",['Kazuya Hisada'],['Hiroaki Miyamoto'],11.2,3,10.0,1614.0,8.36
249,"['November 13, 2005']",['Hirohiko Kamisaka'],"['Miyuki Sato', 'Kunihiro Chida']",['Naoki Tate'],['Katsumi Tokoro'],11.7,5,4.0,1616.0,8.32
250,"['November 27, 2005']",['Hirohiko Kamisaka'],"['Miyuki Sato', 'Tadami Shimokawa']",['Kenji Yokoyama'],['Ken Koyama'],9.8,6,30.0,3568.0,8.98
251,"['November 27, 2005']",['Hirohiko Kamisaka'],"['Miyuki Sato', 'Kumiko Fukuzawa']",['Takeo Ide'],['Munehisa Sakai'],9.8,6,4.0,3001.0,8.93
252,"['December 4, 2005']",['Hirohiko Kamisaka'],"['Miyuki Sato', 'Michiyo Kawasaki']",['Masayuki Takagi'],['Yukihiko Nakao'],10.3,3,24.0,1571.0,8.17
253,"['December 11, 2005']",['Hirohiko Kamisaka'],"['Miyuki Sato', 'Fumihiro Uchikawa']",['Kazuya Hisada'],['Yoko Ikeda'],10.0,6,9.0,1502.0,7.99
254,"['January 22, 2006']",['Hirohiko Kamisaka'],"['Miyuki Sato', 'Tadami Shimokawa']",['Naoki Tate'],['Morio Hatano'],10.7,3,17.0,1629.0,8.28
255,"['January 29, 2006']",['Hirohiko Kamisaka'],"['Miyuki Sato', 'Kumiko Fukuzawa']",['Kenji Yokoyama'],['Ken Koyama'],11.3,3,20.0,1536.0,8.09
256,"['February 5, 2006']",['Hirohiko Kamisaka'],"['Miyuki Sato', 'Michiyo Kawasaki']",['Takeo Ide'],['Hiroaki Miyamoto'],11.3,3,15.0,1474.0,8.0
257,"['February 26, 2006']",['Hirohiko Kamisaka'],"['Miyuki Sato', 'Kunihiro Chida']",['Masayuki Takagi'],['Yukihiko Nakao'],10.9,3,21.0,1561.0,8.2
258,"['March 5, 2006']",['Hirohiko Kamisaka'],"['Miyuki Sato', 'Fumihiro Uchikawa']",['Kazuya Hisada'],['Munehisa Sakai'],11.4,5,17.0,1601.0,8.23
259,"['March 12, 2006']",['Hirohiko Kamisaka'],"['Miyuki Sato', 'Kumiko Fukuzawa']",['Noboru Koizumi'],['Ken Koyama'],9.7,6,2.0,1435.0,7.5
260,"['March 19, 2006']",['Hirohiko Kamisaka'],"['Miyuki Sato', 'Michiyo Kawasaki']",['Masayuki Takagi'],['Yoko Ikeda'],8.7,6,22.0,1515.0,7.95
261,"['April 2, 2006']",['Hirohiko Kamisaka'],"['Miyuki Sato', 'Kunihiro Chida']",['Kazuya Hisada'],['Morio Hatano'],13.9,1,15.0,1496.0,8.07
262,"['April 16, 2006']",['Hirohiko Kamisaka'],"['Miyuki Sato', 'Fumihiro Uchikawa']",['Kenji Yokoyama'],['Yukihiko Nakao'],9.9,4,24.0,1813.0,8.4
263,"['April 30, 2006']",['Hirohiko Kamisaka'],"['Miyuki Sato', 'Kumiko Fukuzawa']",['Katsumi Ishizuka'],['Hiroaki Miyamoto'],11.1,5,16.0,1546.0,8.15
264,"['May 21, 2006']",['Hirohiko Kamisaka'],"['Miyuki Sato', 'Michiyo Kawasaki']",['Takeo Ide'],['Munehisa Sakai'],9.2,6,19.0,1575.0,8.25
265,"['June 4, 2006']",['Hirohiko Kamisaka'],"['Miho Shiraishi', 'Fumihiro Uchikawa']",['Masayuki Takagi'],['Hiroyuki Kakudō'],10.5,5,23.0,1474.0,8.0
266,"['June 11, 2006']",['Hirohiko Kamisaka'],"['Miyuki Sato', 'Kunihiro Chida']",['Noboru Koizumi'],['Yoko Ikeda'],10.2,5,19.0,1426.0,7.98
267,"['June 18, 2006']",['Hirohiko Kamisaka'],"['Miyuki Sato', 'Kumiko Fukuzawa']",['Kenji Yokoyama'],['Yoshihiro Ueda'],10.6,4,25.0,1464.0,8.07
268,"['June 25, 2006']",['Hirohiko Kamisaka'],"['Miho Shiraishi', 'Fumihiro Uchikawa']",['Kazuya Hisada'],['Hiroaki Miyamoto'],10.2,4,16.0,1459.0,8.06
269,"['June 25, 2006']",['Hirohiko Kamisaka'],"['Miyuki Sato', 'Kunihiro Chida']",['Masayuki Takagi'],['Katsumi Tokoro'],10.2,4,14.0,1522.0,8.16
270,"['July 2, 2006']",['Hirohiko Kamisaka'],"['Miyuki Sato', 'Michiyo Kawasaki']",['Takeo Ide'],['Takahiro Imamura'],11.1,3,1.0,2612.0,8.73
271,"['July 9, 2006']",['Hirohiko Kamisaka'],"['Miyuki Sato', 'Kumiko Fukuzawa']",['Naoki Tate'],['Yoshihiro Ueda'],11.5,3,11.0,1613.0,8.22
272,"['July 23, 2006']",['Hirohiko Kamisaka'],"['Miho Shiraishi', 'Kunihiro Chida']",['Kenji Yokoyama'],['Hiroyuki Kakudō'],9.4,4,25.0,2114.0,8.56
273,"['July 30, 2006']",['Hirohiko Kamisaka'],"['Miyuki Sato', 'Michiyo Kawasaki']",['Katsumi Ishizuka'],['Munehisa Sakai'],9.1,4,24.0,4400.0,9.33
274,"['August 6, 2006']",['Hirohiko Kamisaka'],"['Miho Shiraishi', 'Kumiko Fukuzawa']",['Kazuya Hisada'],['Yoko Ikeda'],10.1,3,17.0,6034.0,9.51
275,"['August 13, 2006']",['Hirohiko Kamisaka'],"['Miyuki Sato', 'Kunihiro Chida']",['Noboru Koizumi'],['Hiroaki Miyamoto'],8.4,5,33.0,3777.0,9.03
276,"['September 10, 2006']",['Hirohiko Kamisaka'],"['Miho Shiraishi', 'Michiyo Kawasaki']",['Masayuki Takagi'],['Toru Yamada'],10.3,6,34.0,3709.0,9.11
277,"['September 24, 2006']",['Hirohiko Kamisaka'],"['Miyuki Sato', 'Kumiko Fukuzawa']",['Takeo Ide'],['Takahiro Imamura'],13.2,1,34.0,4909.0,9.4
278,"['September 24, 2006']",['Hirohiko Kamisaka'],"['Miyuki Sato', 'Kunihiro Chida']",['Naoki Tate'],['Yoshihiro Ueda'],13.2,1,34.0,22054.0,9.7
279,"['October 1, 2006']",['N/A'],"['Ryūji Yoshiike', 'Miho Shiraishi']",['Kazuya Hisada'],['Munehisa Sakai'],6.7,4,0.0,1221.0,6.43
280,"['October 8, 2006']",['N/A'],"['Ryūji Yoshiike', 'Miho Shiraishi']",['Naoki Tate'],"['Munehisa Sakai', 'Yoko Ikeda']",6.2,6,0.0,1186.0,6.04
281,"['October 15, 2006']",['N/A'],"['Ryūji Yoshiike', 'Miho Shiraishi']",['Takeo Ide'],"['Munehisa Sakai', 'Yoko Ikeda']",6.6,3,0.0,1164.0,6.18
282,"['October 22, 2006']",['N/A'],"['Ryūji Yoshiike', 'Miyuki Sato']",['Noboru Koizumi'],"['Munehisa Sakai', 'Yoko Ikeda']",6.5,4,0.0,1130.0,6.02
283,"['October 29, 2006']",['N/A'],['Miyuki Sato'],['Takeo Ide'],"['Munehisa Sakai', 'Yoko Ikeda']",6.4,9,0.0,1160.0,5.97
284,"['November 5, 2006']",['Hirohiko Kamisaka'],"['Miyuki Sato', 'Fumihiro Uchikawa']",['Eisaku Inoue'],['Hiroyuki Kakudō'],6.9,7,18.0,1598.0,8.18
285,"['November 12, 2006']",['Koga Naoki'],"['Miyuki Sato', 'Kumiko Fukuzawa']",['Kazuya Hisada'],['Takahiro Imamura'],6.3,8,15.0,1458.0,7.97
286,"['November 19, 2006']",['Hirohiko Kamisaka'],"['Miyuki Sato', 'Michiyo Kawasaki']",['Kenji Yokoyama'],['Yoshihiro Ueda'],5.6,8,22.0,1454.0,8.04
287,"['November 26, 2006']",['Yoshiyuki Suga'],"['Miyuki Sato', 'Kunihiro Chida']",['Masayuki Takagi'],['Hiroaki Miyamoto'],8.1,6,24.0,1432.0,7.95
288,"['December 3, 2006']",['Koga Naoki'],"['Miyuki Sato', 'Michiyo Kawasaki']",['Takeo Ide'],['Yoko Ikeda'],5.1,9,20.0,1497.0,8.27
291,"['December 24, 2006']",['Yoshiyuki Suga'],"['Miho Shiraishi', 'Michiyo Kawasaki']",['Kazuya Hisada'],['Munehisa Sakai'],5.7,6,0.0,1239.0,6.01
292,"['January 7, 2007']",['Koga Naoki'],"['Miyuki Sato', 'Kumiko Fukuzawa']",['Naoki Tate'],['Yoko Ikeda'],6.2,5,0.0,1284.0,5.84
295,"['January 28, 2007']",['Yoshiyuki Suga'],"['Miyuki Sato', 'Kunihiro Chida']",['Noboru Koizumi'],['Yoshihiro Ueda'],7.8,6,13.0,1418.0,7.88
296,"['February 4, 2007']",['Koga Naoki'],"['Miyuki Sato', 'Kumiko Fukuzawa']",['Takeo Ide'],['Masahiro Hosoda'],6.8,10,18.0,1527.0,8.25
297,"['February 11, 2007']",['Yoshiyuki Suga'],"['Miyuki Sato', 'Michiyo Kawasaki']",['Kazuya Hisada'],['Katsumi Tokoro'],7.9,7,25.0,1509.0,8.34
298,"['February 25, 2007']",['Koga Naoki'],"['Miyuki Sato', 'Kunihiro Chida']",['Katsumi Ishizuka'],['Hiroyuki Kakudō'],7.4,9,26.0,2310.0,8.68
299,"['March 4, 2007']",['Yoshiyuki Suga'],"['Miyuki Sato', 'Kumiko Fukuzawa']",['Kenji Yokoyama'],['Hiroaki Miyamoto'],7.7,7,25.0,1744.0,8.39
300,"['March 11, 2007']",['Koga Naoki'],"['Miyuki Sato', 'Michiyo Kawasaki']",['Takeo Ide'],['Yoko Ikeda'],8.1,6,24.0,4206.0,9.15
301,"['March 18, 2007']",['Yoshiyuki Suga'],"['Miyuki Sato', 'Fumihiro Uchikawa']",['Masayuki Takagi'],['Yoshihiro Ueda'],8.0,6,20.0,3885.0,9.22
302,"['March 25, 2007']",['Koga Naoki'],"['Miyuki Sato', 'Kunihiro Chida']","['Yukari Kobayashi', 'Shinichi Suzuki']",['Akira Shimizu'],7.4,5,13.0,1622.0,8.35
303,"['April 1, 2007']",['Hirohiko Kamisaka'],"['Miho Shiraishi', 'Michiyo Kawasaki', 'Kumiko Fukuzawa']",['Kazuya Hisada'],['Munehisa Sakai'],7.8,4,0.0,1242.0,6.11
304,"['April 8, 2007']",['Yoshiyuki Suga'],"['Miyuki Sato', 'Fumihiro Uchikawa']",['Naoki Tate'],['Makoto Sonoda'],8.2,4,16.0,3628.0,9.01
305,"['April 15, 2007']",['Koga Naoki'],"['Miyuki Sato', 'Kunihiro Chida']",['Kenji Yokoyama'],['Katsumi Tokoro'],8.9,4,17.0,3393.0,8.92
306,"['April 22, 2007']",['Yoshiyuki Suga'],"['Miho Shiraishi', 'Kumiko Fukuzawa']",['Kazuyuki Igai'],['Keisuke Ōnishi'],9.7,4,17.0,1545.0,8.28
307,"['April 29, 2007']",['Koga Naoki'],"['Miyuki Sato', 'Michiyo Kawasaki']",['Takeo Ide'],['Hiroyuki Kakudō'],10.5,5,1.0,1826.0,8.42
308,"['May 6, 2007']",['Yoshiyuki Suga'],"['Miyuki Sato', 'Hiromitsu Shiozaki']",['Masayuki Takagi'],['Hiroyuki Satō'],10.5,4,18.0,3547.0,9.03
309,"['May 13, 2007']",['Koga Naoki'],"['Miho Shiraishi', 'Kumiko Fukuzawa']","['Katsumi Ishizuka', 'Naoki Tate']",['Makoto Sonoda'],7.7,8,19.0,23017.0,9.7
